match_id,skill_label,avg_rank_tier,cluster,region,duration_s,start_time,patch,leaver,status,bytes,seconds,valid_dem,run_id
8912905720,high,54.0,151.0,SINGAPORE,2432.0,1784980955.0,60.0,ok,ok,54652729,28.5,True,holdout_100
8912903110,low,24.0,151.0,SINGAPORE,3564.0,1784980865.0,60.0,ok,ok,88203238,5.6,True,holdout_100
8912903007,low,24.0,152.0,SINGAPORE,2551.0,1784980845.0,60.0,ok,ok,53355841,42.9,True,holdout_100
8912904989,high,54.0,152.0,SINGAPORE,2569.0,1784980940.0,60.0,ok,ok,59877457,5.6,True,holdout_100
8912904100,high,54.0,153.0,SINGAPORE,3035.0,1784980905.0,60.0,ok,ok,75637557,9.8,True,holdout_100
8912903723,high,54.0,152.0,SINGAPORE,1976.0,1784980886.0,60.0,ok,ok,43577030,4.8,True,holdout_100
8912904444,low,25.0,151.0,SINGAPORE,2500.0,1784980911.0,60.0,ok,ok,53582040,2.6,True,holdout_100
8912903423,high,54.0,153.0,SINGAPORE,2280.0,1784980880.0,60.0,ok,ok,48340141,5.3,True,holdout_100
8912904259,low,25.0,152.0,SINGAPORE,2452.0,1784980895.0,60.0,ok,ok,52912588,4.3,True,holdout_100
8912903153,high,54.0,151.0,SINGAPORE,2700.0,1784980846.0,60.0,ok,ok,63468164,49.1,True,holdout_100
8912902957,high,54.0,152.0,SINGAPORE,2274.0,1784980862.0,60.0,ok,ok,53242292,3.5,True,holdout_100
8912905659,high,55.0,201.0,BRAZIL,2281.0,1784980960.0,60.0,ok,ok,48367362,3.2,True,holdout_100
8912905636,low,31.0,144.0,JAPAN,1954.0,1784980936.0,60.0,ok,ok,41374750,2.8,True,holdout_100
8912905073,high,55.0,151.0,SINGAPORE,2505.0,1784980945.0,60.0,ok,ok,55420214,3.2,True,holdout_100
8912905606,low,31.0,153.0,SINGAPORE,2096.0,1784980966.0,60.0,ok,ok,47002146,22.8,True,holdout_100
8912904069,high,55.0,151.0,SINGAPORE,2403.0,1784980905.0,60.0,ok,ok,53633530,30.3,True,holdout_100
8912904849,low,31.0,153.0,SINGAPORE,2668.0,1784980936.0,60.0,ok,ok,65161287,5.7,True,holdout_100
8912903414,high,55.0,152.0,SINGAPORE,2580.0,1784980870.0,60.0,ok,ok,60282088,53.7,True,holdout_100
8912904563,low,31.0,152.0,SINGAPORE,2455.0,1784980925.0,60.0,ok,ok,51362482,22.4,True,holdout_100
8912904012,low,31.0,151.0,SINGAPORE,3069.0,1784980901.0,60.0,ok,ok,71645835,44.2,True,holdout_100
8912905926,high,61.0,151.0,SINGAPORE,2921.0,1784980975.0,60.0,ok,ok,64331973,5.2,True,holdout_100
8912903103,low,31.0,153.0,SINGAPORE,2580.0,1784980860.0,60.0,ok,ok,53921870,3.4,True,holdout_100
8912906015,low,32.0,151.0,SINGAPORE,3377.0,1784980980.0,60.0,ok,ok,76370059,4.8,True,holdout_100
8912905824,high,61.0,152.0,SINGAPORE,2545.0,1784980976.0,60.0,ok,ok,57509102,60.7,True,holdout_100
8912905965,low,32.0,201.0,BRAZIL,2598.0,1784980976.0,60.0,ok,ok,55108208,3.6,True,holdout_100
8912904988,low,32.0,153.0,SINGAPORE,3415.0,1784980936.0,60.0,ok,ok,80672716,7.0,True,holdout_100
8912904071,low,32.0,152.0,SINGAPORE,2505.0,1784980905.0,60.0,ok,ok,58186441,11.8,True,holdout_100
8912903740,high,61.0,152.0,SINGAPORE,2968.0,1784980890.0,60.0,ok,ok,70043775,41.8,True,holdout_100
8912904035,low,32.0,152.0,SINGAPORE,2432.0,1784980895.0,60.0,ok,ok,51712392,11.7,True,holdout_100
8912903570,high,61.0,152.0,SINGAPORE,1450.0,1784980880.0,60.0,ok,ok,30716356,2.4,True,holdout_100
